Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Age
premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,15,1851,44995,0
regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27,18,1851,31995,0
premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,15,1851,39995,0
regular unleaded,195.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,17,14,1385,2000,21
regular unleaded,195.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,17,14,1385,2000,21
regular unleaded,195.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Van,17,14,1385,2000,21
regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Van,17,14,1385,2000,20
regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,17,14,1385,2000,20
regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,17,14,1385,2000,20
regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,18,13,1385,2050,19
regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,18,13,1385,2052,19
regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Van,18,13,1385,2116,19
regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,26,17,26,2000,22
regular unleaded,120.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,29,21,26,2000,21
regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,26,18,26,2000,21
regular unleaded,168.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25,17,1013,2107,19
regular unleaded,168.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25,17,1013,2202,18
regular unleaded,168.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,24,16,1013,2373,17
regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,26,24,1385,23515,2
regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,26,24,1385,21955,2
regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,26,24,1385,23515,1
regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,26,24,1385,21955,1
regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,26,24,1385,22405,0
regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,26,24,1385,23515,0
regular unleaded,62.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,44,36,2202,2000,27
regular unleaded,108.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,30,24,2202,2000,27
regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,32,27,2202,2000,27
regular unleaded,108.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,30,24,2202,2000,26
regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,27,2202,2000,26
regular unleaded,62.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,44,36,2202,2000,26
regular unleaded,102.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,37,30,2202,2000,22
regular unleaded,125.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,32,25,2202,2000,22
regular unleaded,160.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,27,23,2202,2033,22
regular unleaded,106.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,35,29,2202,2000,21
regular unleaded,160.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,27,23,2202,2213,21
regular unleaded,125.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,33,26,2202,2108,21
regular unleaded,160.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,27,23,2202,2410,20
regular unleaded,106.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,35,28,2202,2142,20
regular unleaded,127.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,33,26,2202,2322,20
regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,39,30,2202,24340,2
regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,41,31,2202,20040,2
regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,39,30,2202,19990,2
premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,31,22,2202,24590,2
regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,47,44,2202,27435,2
premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,31,22,2202,23090,2
regular unleaded,143.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,36,28,2202,20390,2
premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,31,22,2202,22890,2
regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,39,30,2202,21190,2
regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,47,44,2202,25935,2
premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,31,22,2202,24390,2
regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,39,30,2202,22840,2
premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,31,22,2202,23290,2
natural gas,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,38,27,2202,26740,2
regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,47,44,2202,26235,2
regular unleaded,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,47,44,2202,24735,2
regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,39,30,2202,19290,2
regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,38,29,2202,21190,2
regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,38,29,2202,24140,2
regular unleaded,143.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,36,28,2202,18290,2
regular unleaded,143.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,36,28,2202,18490,2
premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,31,22,2202,24590,2
natural gas,110.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,38,27,2202,29390,2
regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,38,29,2202,22640,2
premium unleaded (required),205.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,31,22,2202,23090,2
regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,39,30,2202,19090,2
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,41,31,2202,26125,1
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,41,31,2202,23425,1
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,42,31,2202,26500,1
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,41,31,2202,22300,1
regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,40,27,2202,18640,1
regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,41,31,2202,22040,1
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,42,31,2202,22200,1
regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,41,31,2202,21040,1
regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,41,30,2202,20850,1
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,42,31,2202,24700,1
regular unleaded,158.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,38,26,2202,19050,1
regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,41,31,2202,19440,1
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,42,31,2202,23700,1
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,42,31,2202,23200,1
regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,41,31,2202,20440,1
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,42,31,2202,24700,1
regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,41,30,2202,19850,1
regular unleaded,174.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,39,30,2202,19700,0
premium unleaded (recommended),180.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,39,30,2202,21300,0
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,40,31,2202,25300,0
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,40,31,2202,22800,0
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,40,31,2202,20500,0
premium unleaded (recommended),180.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,36,30,2202,22100,0
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,42,32,2202,26600,0
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,40,31,2202,26225,0
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,42,32,2202,22300,0
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,40,31,2202,23525,0
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,42,32,2202,23800,0
regular unleaded,174.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,42,31,2202,21500,0
regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,40,31,2202,20540,0
regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,40,28,2202,18740,0
regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,39,30,2202,20950,0
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,40,31,2202,22400,0
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,42,32,2202,23300,0
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,42,32,2202,24800,0
regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,40,31,2202,19540,0
regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,40,31,2202,21140,0
regular unleaded,158.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,39,28,2202,19150,0
regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,40,31,2202,22140,0
regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Coupe,39,30,2202,19950,0
regular unleaded,174.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,42,32,2202,24800,0
regular unleaded,174.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,41,30,2202,21600,0
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,1385,2949,20
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,1385,2992,20
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,20,15,1385,2529,20
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,1385,2580,20
regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,Large,Extended Cab Pickup,19,14,1385,2668,20
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,1385,2583,20
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Extended Cab Pickup,20,15,1385,2637,20
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Extended Cab Pickup,20,15,1385,2517,20
regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,Large,Extended Cab Pickup,17,11,1385,3046,20
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,20,15,1385,2265,20
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Extended Cab Pickup,18,14,1385,3046,20
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Extended Cab Pickup,20,15,1385,2896,20
regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,Large,Extended Cab Pickup,19,14,1385,2891,20
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Extended Cab Pickup,20,15,1385,2713,20
regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,Large,Extended Cab Pickup,17,11,1385,3120,20
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,1385,2653,20
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,1385,2541,20
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,20,15,1385,2486,20
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,20,15,1385,2268,20
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,20,15,1385,2207,20
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Extended Cab Pickup,18,14,1385,2925,20
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,20,15,1385,2242,20
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,20,15,1385,2554,20
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Extended Cab Pickup,18,14,1385,3088,20
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,1385,2749,20
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Extended Cab Pickup,18,14,1385,3220,20
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,1385,2996,20
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,20,15,1385,2366,20
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Extended Cab Pickup,19,14,1385,3265,19
regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,Large,Extended Cab Pickup,17,12,1385,3676,19
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Extended Cab Pickup,19,14,1385,3427,19
regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,Large,Extended Cab Pickup,17,12,1385,3470,19
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,16,1385,2898,19
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,19,14,1385,2920,19
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,16,1385,2580,19
regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,Large,Extended Cab Pickup,18,13,1385,3357,19
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Extended Cab Pickup,21,16,1385,2996,19
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,19,14,1385,2883,19
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Extended Cab Pickup,21,16,1385,3094,19
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,16,1385,2885,19
regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,Large,Extended Cab Pickup,17,12,1385,3419,19
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,16,1385,2668,19
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,19,14,1385,2789,19
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,19,14,1385,3321,19
regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,Large,Extended Cab Pickup,18,13,1385,3342,19
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,19,14,1385,3025,19
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,16,1385,2653,19
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Extended Cab Pickup,21,16,1385,2740,19
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,16,1385,2639,19
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,19,14,1385,3067,19
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,16,1385,2817,19
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,19,14,1385,3350,19
regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,Large,Regular Cab Pickup,19,14,1385,3282,19
regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,21,16,1385,2430,19
regular unleaded,230.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Extended Cab Pickup,17,13,1385,3696,18
regular unleaded,230.0,8.0,AUTOMATIC,four wheel drive,3.0,Large,Extended Cab Pickup,17,13,1385,4098,18
regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,17,13,1385,2949,19
regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,Large,Extended Cab Pickup,17,13,1385,3345,19
regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,Large,Extended Cab Pickup,17,13,1385,3034,19
regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,17,13,1385,2697,19
regular unleaded,255.0,8.0,MANUAL,rear wheel drive,2.0,Large,Extended Cab Pickup,18,12,1385,3360,19
regular unleaded,255.0,8.0,MANUAL,rear wheel drive,2.0,Large,Extended Cab Pickup,18,12,1385,3068,19
regular unleaded,255.0,8.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,18,12,1385,3090,19
regular unleaded,255.0,8.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,18,12,1385,2847,19
premium unleaded (required),621.0,12.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,18,12,617,211000,5
premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,18,12,617,158700,5
premium unleaded (required),429.0,8.0,AUTOMATIC,all wheel drive,2.0,Large,Coupe,24,15,617,114100,5
premium unleaded (required),536.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,22,15,617,151500,5
premium unleaded (required),621.0,12.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,18,12,617,213200,4
premium unleaded (required),536.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,22,15,617,153000,4
premium unleaded (required),429.0,8.0,AUTOMATIC,all wheel drive,2.0,Large,Coupe,24,15,617,115300,4
premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,18,12,617,160300,4
premium unleaded (required),621.0,12.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,18,12,617,215500,3
premium unleaded (required),429.0,8.0,AUTOMATIC,all wheel drive,2.0,Large,Coupe,24,15,617,116600,3
premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,18,12,617,162000,3
premium unleaded (required),536.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,22,15,617,154600,3
premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,38,26,617,31500,2
premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,Sedan,32,24,617,33500,2
premium unleaded (required),355.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,Sedan,31,23,617,48500,2
premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Midsize,Sedan,38,26,617,32050,1
premium unleaded (required),375.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,Sedan,31,23,617,49500,1
premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,Sedan,33,24,617,34050,1
premium unleaded (required),208.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,38,26,617,32400,0
premium unleaded (required),208.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,32,23,617,34400,0
premium unleaded (required),375.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,30,23,617,49950,0
premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,17,204,29980,16
premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,17,204,27980,16
premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,17,204,28030,15
premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,17,204,30030,15
premium unleaded (required),260.0,6.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,26,17,204,32700,14
premium unleaded (required),260.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,17,204,30550,14
premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,17,204,30350,14
premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,17,204,28200,14
premium unleaded (required),260.0,6.0,MANUAL,front wheel drive,2.0,Midsize,Coupe,26,17,204,30550,14
regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,1385,19505,13
regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,1385,19690,12
premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25,17,617,54200,10
premium unleaded (required),475.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,18,12,617,89200,10
premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,25,17,617,46200,10
premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,22,15,617,62900,10
premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,22,15,617,54900,10
premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,25,17,617,46450,9
premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,22,15,617,55150,9
premium unleaded (required),500.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,19,12,617,135000,9
premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,21,15,617,63200,9
premium unleaded (required),475.0,8.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,18,12,617,89500,9
premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25,17,617,54500,9
premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,25,17,617,56100,8
premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,21,15,617,64800,8
premium unleaded (required),382.0,8.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,22,15,617,56800,8
premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,25,17,617,48100,8
premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,26,17,617,73200,2
premium unleaded (required),577.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,22,16,617,106550,2
premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,30,20,617,65990,2
premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,28,20,617,68490,2
premium unleaded (required),402.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,24,17,617,75700,2
premium unleaded (required),329.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,30,20,617,66900,1
